"codigo","descritor_do_codigo","fase_corrente_ano","fase_corrente_desc","fase_intermediaria_ano","fase_intermediaria_desc","destinacao_final_ano","destinacao_final_desc","observacoes_ano","observacoes_desc"
"85.61","REMUNERAÇÃO NA ATIVA","","5 anos","","","","Eliminação","",""
"85.61/2","fichas financeiras e folhas de pagamento","","5 anos","","125 anos","","Eliminação","",""
"85.611","ADICIONAIS","","5 anos","","","","Eliminação","",""
"85.611/2","militar de habilitação de tempo de serviço de compensação orgânica de permanência","","5 anos","","47 anos","","Eliminação","",""
"85.612","GRATIFICAÇÕES","","5 anos","","","","Eliminação","",""
"85.612/2","de localidade especial de representação","","5 anos","","47 anos","","Eliminação","",""
"85.619","OUTROS DIREITOS REMUNERATÓRIOS NA ATIVA","","5 anos","","","","Eliminação","",""
"85.619/2","adicional de férias adicional natalino ajuda de custo assistência pré-escolar auxílios: fardamento, alimentação, natalidade, invalidez, funeral e transporte compensação pecuniária diárias salário-família transporte de pessoal e bagagens por mudança de localidade remuneração /adiantamento de férias retribuição no exterior","","5 anos","","47 anos","","Eliminação","",""
"85.62","PROVENTOS NA INATIVIDADE","","5 anos","","","","Eliminação","",""
"85.62/2","fichas financeiras e folhas de pagamento","","5 anos","","125 anos","","Eliminação","",""
"85.621","ADICIONAIS","","5 anos","","","","Eliminação","",""
"85.621/2","militar de habilitação de tempo de serviço de compensação orgânica de permanência","","5 anos","","47 anos","","Eliminação","",""
"85.629","OUTROS DIREITOS PECUNIÁRIOS NA INATIVIDADE","","5 anos","","","","Eliminação","",""
"85.629/2","adicional natalno assistência pré-escolar auxílios: invalidez, natalidade e funeral salário-família adicional por designação para o serviço ativo pro-labore para tarefa por tempo certo ajuda de transporte por baixa/alta em organização hospitalar","","5 anos","","47 anos","","Eliminação","",""
"85.63","DESCONTOS","","","","","","","",""
"85.631","OBRIGATÓRIOS","","5 anos","","","","Eliminação","",""
"85.631/2","contribuição para a assistência médico-hospitalar e social (prestada por entidade militar) impostos incidentes sobre a remuneração ou proventos indenização pela assistência médico-hospitalar (prestada por entidade militar) indenização à Fazenda Nacional multa por ocupação irregular de próprio nacional residencial pensão alimentícia ou judicial contribuição para a pensão militar taxa de uso por ocupação de próprio nacional residencial","","5 anos","","47 anos","","Eliminação","",""
"85.632","AUTORIZADOS","","5 anos","","","","Eliminação","",""
"85.632/2","descontos em favor de entidades consignatárias, de terceiros ou benefício família","","5 anos","","47 anos","","Eliminação","",""
"86","INATIVOS E PENSIONISTAS","","","","","","","",""
"86.1","INATIVOS","","","","","","","",""
"86.11","RESERVA","","","","","","","",""
"86.111","REMUNERADA","","5 anos","","","","Eliminação","",""
"86.111/2","processo de transferência para a reserva remunerada","","5 anos","","Até a reforma ou falecimento do militar","","*","","* O processo de reserva remunerada transforma-se em processo de reforma ou, em caso de falecimento, é anexado ao processo de pensão militar."
"86.112","NÃO REMUNERADA","","5 anos","","","","Eliminação","",""
"86.112/2","processo de transferência para a reserva não remunerada","","5 anos","","47 anos","","Eliminação","",""
"86.12","REFORMA","","","","","","","",""
"86.121","POR INVALIDEZ","","5 anos","","","","Eliminação","",""
"86.121/2","processo de reforma por invalidez","","5 anos","","Até o falecimento do militar","","","","* O processo é anexado ao processo de pensão militar."
"86.122","POR IDADES-LIMITE","","5 anos","","","","Eliminação","",""
"86.122/2","processo de reforma por idades-limite","","5 anos","","Até o falecimento do militar","","","","* O processo é anexado ao processo de pensão militar."
"86.13","DESIGNAÇÃO PARA O SERVIÇO ATIVO","","5 anos","","","","Eliminação","",""
"86.13/2","processo de designação para o serviço ativo","","5 anos","","47 anos","","Eliminação","",""
"86.14","TAREFA POR TEMPO CERTO","","5 anos","","","","Eliminação","",""
"86.14/2","processo de designação para tarefa por tempo certo","","5 anos","","47 anos","","Eliminação","",""
"86.2","PENSIONISTAS","","","","","","","",""
"86.21","PENSÕES","","","","","","","",""
"86.211","TEMPORÁRIA","","5 anos","","","","Eliminação","",""
"86.211/2","processos de solicitação /concessão de pensão militar temporária","","5 anos","","95 anos","","Eliminação","",""
"86.212","VITALÍCIA","","5 anos","","","","Eliminação","",""
"86.212/2","processos de solicitação /concessão de pensão militar vitalícia","","5 anos","","125 anos","","Eliminação","",""
"86.213","ESPECIAL","","5 anos","","","","Eliminação","",""
"86.213/2","processos de solicitação /concessão de pensão militar especial","","5 anos","","125 anos","","Eliminação","",""
"87","ASSISTÊNCIA","","","","","","","",""
"87.1","MÉDICA","","","","","","","",""
"87.11","HOSPITALAR","","5 anos","","","","Eliminação","",""
"087.11/1","atendimento ambulatorial ou pronto-atendimento","","5 anos","","20 anos","","Eliminação","",""
"087.11/2","prontuários médicos fichas odontológicas","","5 anos","","95 anos","","Eliminação","",""
"87.12","PERICIAL","","5 anos","","","","Eliminação","",""
"87.12/2","controle e verificação do estado de higidez (em estado saudável) do pessoal em serviço ativo, inativo e a ser selecionado para ingresso nas Forças Armadas atestado sanitário de origem inquérito sanitário de origem resultado de exames auto de corpo de delito atas de inspeção de saúde processos de perícia médica para reforma, isenção de imposto de renda, melhoria de reforma e movimentação por motivo de saúde","","5 anos","","125 anos","","Eliminação","",""
"87.2","SOCIAL","","5 anos","","","","Eliminação","",""
"87.2/2","programas de assistência social com vistas à concessão de licenças e benefícios atendimentos educacionais e assistenciais prestados por empresas conveniadas","","5 anos","","95 anos","","Eliminação","",""
"87.3","JURÍDICA","","5 anos","","","","Eliminação","",""
"87.3/2","orientação de caráter particular atendimentos jurídicos prestados por empresas conveniadas","","5 anos","","20 anos","","Eliminação","",""
"87.4","PSICOLÓGICA","","5 anos","","","","Eliminação","",""
"87.4/2","triagem para encaminhamento ao serviço de saúde específico orientação e aconselhamento psicológico atendimentos psicológicos prestados por empresas conveniadas","","5 anos","","125 anos","","Eliminação","",""
"87.5","RELIGIOSA","","5 anos","","","","Eliminação","",""
"87.5/2","censo religioso","","5 anos","","45 anos","","Eliminação","",""
"87.5/3","processos de habilitação e registros de casamento, batizado e crisma livro tombo","","15 anos","","15 anos","","Guarda permanente","",""
"88","(VAGA)","","","","","","","",""
"89","OUTROS ASSUNTOS REFERENTES A PESSOAL MILITAR","","","","","","","",""
"89.1","SERVIÇOS DE ESCALA","","5 anos","","","","Eliminação","",""
"89.1/2","escalas de serviço","","5 anos","","47 anos","","Eliminação","",""
"89.2","TABELAS MESTRAS","","5 anos","","","","Eliminação","",""
"89.2/2","tabelas individuais e gerais","","Enquanto vigora","","5 anos","","Eliminação","",""
"89.3","CONTROLE DE FREQUÊNCIA","","5 anos","","","","Eliminação","",""
"89.3/2","fichas de controle de efetivos livros de licenciados","","5 anos","","47 anos","","Eliminação","",""
"89.4","DELEGAÇÕES DE COMPETÊNCIA","","5 anos","","","","Eliminação","",""
"89.4/2","atos de delegação relações de encargos colaterais","","Enquanto vigora","","5 anos","","Eliminação","",""
